ticker,mentions,Upvotes,Total Comments,Change (1d),date
RDDT,3,355,217,200.0,2025-07-30
RF,1,0,1,0.0,2025-07-30
RGEN,1,12,23,0.0,2025-07-30
RH,1,3771,690,0.0,2025-07-30
RIME,1,2,6,0.0,2025-07-30
RIVN,1,32,40,0.0,2025-07-30
RKT,3,166,43,300.0,2025-07-30
ROKU,1,288,64,0.0,2025-07-30
RR,1,8,3,0.0,2025-07-30
RS,5,1139,285,400.0,2025-07-30
RSI,2,402,210,100.0,2025-07-30
SBET,2,219,82,100.0,2025-07-30
SCD,2,18,19,100.0,2025-07-30
SEZL,1,0,8,0.0,2025-07-30
SMCI,2,313,77,100.0,2025-07-30
SNTI,1,2,3,0.0,2025-07-30
SOFI,4,2401,424,300.0,2025-07-30
SOUN,3,80,62,200.0,2025-07-30
SOWG,1,6,7,0.0,2025-07-30
SPOT,2,1397,342,100.0,2025-07-30
SRPT,5,168,169,400.0,2025-07-30
SST,1,10,1,0.0,2025-07-30
STAI,1,14,11,0.0,2025-07-30
STR,1,35,39,0.0,2025-07-30
SU,1,6608,386,0.0,2025-07-30
THC,1,6,17,0.0,2025-07-30
TLRY,1,103,59,0.0,2025-07-30
TNFA,1,14,8,0.0,2025-07-30
TSLA,6,523,141,500.0,2025-07-30
UBER,1,3,3,0.0,2025-07-30
UNH,5,930,592,400.0,2025-07-30
UPS,3,6,50,200.0,2025-07-30
USAS,1,2,1,0.0,2025-07-30
UUUU,3,6923,767,200.0,2025-07-30
VAPE,1,7,11,0.0,2025-07-30
VENU,1,148,42,0.0,2025-07-30
VGZ,1,3,1,0.0,2025-07-30
VWAV,1,0,1,0.0,2025-07-30
WEN,1,191,69,0.0,2025-07-30
WKSP,1,20,5,0.0,2025-07-30
WLGS,1,115,92,0.0,2025-07-30
WT,1,5,1,0.0,2025-07-30
YHC,3,44,63,200.0,2025-07-30
ABNB,1,288,179,0.0,2025-07-30
AC,1,0,2,0.0,2025-07-30
ADAP,4,15,11,300.0,2025-07-30
ADIL,2,63,24,100.0,2025-07-30
AGI,1,30,21,0.0,2025-07-30
AIN,1,10,3,0.0,2025-07-30
AMD,9,9319,767,800.0,2025-07-30
AMZN,1,287,64,0.0,2025-07-30
ANVS,1,5,8,0.0,2025-07-30
API,2,6,5,100.0,2025-07-30
APP,1,3317,199,0.0,2025-07-30
APPS,1,15,12,0.0,2025-07-30
AREN,6,291,168,500.0,2025-07-30
ASML,1,101,15,0.0,2025-07-30
ASPI,2,2,8,100.0,2025-07-30
ASTS,1,16,9,0.0,2025-07-30
ASX,1,3,1,0.0,2025-07-30
ATHS,1,78,76,0.0,2025-07-30
ATYR,2,38,29,100.0,2025-07-30
AU,2,5,2,100.0,2025-07-30
BA,2,289,70,100.0,2025-07-30
BBAI,1,4,7,0.0,2025-07-30
BIO,4,79,43,300.0,2025-07-30
BKNG,1,287,64,0.0,2025-07-30
BNGO,1,1,3,0.0,2025-07-30
BR,1,0,3,0.0,2025-07-30
BRO,2,11,19,100.0,2025-07-30
BROS,1,107,35,0.0,2025-07-30
BTU,1,6,1,0.0,2025-07-30
BV,1,8,7,0.0,2025-07-30
CAPS,1,37,3,0.0,2025-07-30
CARS,1,218,38,0.0,2025-07-30
CC,1,6,24,0.0,2025-07-30
CCS,1,6,24,0.0,2025-07-30
CELC,1,15,12,0.0,2025-07-30
CHSN,3,172,162,200.0,2025-07-30
CLOV,1,2128,236,0.0,2025-07-30
CPA,1,58759,554,0.0,2025-07-30
CRSP,1,13,12,0.0,2025-07-30
CVNA,1,1,1,0.0,2025-07-30
CZR,1,35,39,0.0,2025-07-30
DEC,1,36,22,0.0,2025-07-30
DEVS,1,3,1,0.0,2025-07-30
DOCN,1,297,115,0.0,2025-07-30
DRRX,1,11,15,0.0,2025-07-30
DTC,2,166,54,100.0,2025-07-30
DYNX,1,15,12,0.0,2025-07-30
DYNXW,1,15,12,0.0,2025-07-30
ELV,1,112,172,0.0,2025-07-30
EMA,1,30,59,0.0,2025-07-30
EOD,1,78,36,0.0,2025-07-30
ESP,1,52,88,0.0,2025-07-30
ET,1,2,6,0.0,2025-07-30
FLWS,1,15,9,0.0,2025-07-30
FUBO,1,149,42,0.0,2025-07-30
GF,1,0,3,0.0,2025-07-30
GIBO,5,148,221,400.0,2025-07-30
GLXY,2,183,129,100.0,2025-07-30
GOOGL,2,1266,392,100.0,2025-07-30
GRAB,1,4,3,0.0,2025-07-30
GTI,1,0,30,0.0,2025-07-30
HCTI,4,94,57,300.0,2025-07-30
HL,1,13,11,0.0,2025-07-30
HOOD,2,575,243,100.0,2025-07-30
HUBS,1,509,212,0.0,2025-07-30
IBKR,2,25,5,100.0,2025-07-30
IBRX,1,28,15,0.0,2025-07-30
ICU,2,18,19,100.0,2025-07-30
IMG,1,10,23,0.0,2025-07-30
IMO,1,33,47,0.0,2025-07-30
INTC,1,477,101,0.0,2025-07-30
IONQ,1,608,240,0.0,2025-07-30
IOVA,1,42,24,0.0,2025-07-30
IP,2,2,4,100.0,2025-07-30
IR,2,43,34,100.0,2025-07-30
IX,1,43,19,0.0,2025-07-30
IXHL,2,63,24,100.0,2025-07-30
KR,1,51,11,0.0,2025-07-30
KSS,3,668,137,200.0,2025-07-30
LB,1,509,212,0.0,2025-07-30
LCID,1,7,4,0.0,2025-07-30
LGPS,1,15,12,0.0,2025-07-30
LIDR,1,15,12,0.0,2025-07-30
LYRA,1,43,19,0.0,2025-07-30
MBOT,1,26,29,0.0,2025-07-30
MBRX,1,2,2,0.0,2025-07-30
META,1,287,64,0.0,2025-07-30
MP,2,6911,761,100.0,2025-07-30
MSTR,1,39,18,0.0,2025-07-30
MULN,1,0,29,0.0,2025-07-30
MVIS,1,12,5,0.0,2025-07-30
MVST,1,11,8,0.0,2025-07-30
NCNA,2,54,38,100.0,2025-07-30
NEGG,2,23,23,100.0,2025-07-30
NEHC,1,10,5,0.0,2025-07-30
NIO,1,20,8,0.0,2025-07-30
NPV,1,509,212,0.0,2025-07-30
NVDA,3,108,53,200.0,2025-07-30
NVNI,2,47,40,100.0,2025-07-30
NVO,2,979,388,100.0,2025-07-30
NVTS,1,15,12,0.0,2025-07-30
OI,3,1001,248,200.0,2025-07-30
OLB,2,53,66,100.0,2025-07-30
OP,1,2,40,0.0,2025-07-30
OPEN,3,1672,332,200.0,2025-07-30
OPTT,1,0,34,0.0,2025-07-30
OZ,2,2,9,100.0,2025-07-30
PB,1,0,34,0.0,2025-07-30
PD,1,5,8,0.0,2025-07-30
PEW,2,269,174,100.0,2025-07-30
PFS,1,509,212,0.0,2025-07-30
PFSA,1,16,24,0.0,2025-07-30
PG,1,2,6,0.0,2025-07-30
PLTR,4,3404,930,300.0,2025-07-30
PM,1,1,1,0.0,2025-07-30
PR,5,50,58,400.0,2025-07-30
PSTV,1,25,18,0.0,2025-07-30
PYPL,1,2,6,0.0,2025-07-30
QS,1,122,33,0.0,2025-07-30
RADX,1,3,1,0.0,2025-07-30
RC,1,2,1,0.0,2025-07-30
RCAT,1,0,34,0.0,2025-07-30
RDDT,3,358,217,200.0,2025-07-30
RF,1,0,1,0.0,2025-07-30
RGEN,1,10,23,0.0,2025-07-30
RH,1,3765,690,0.0,2025-07-30
RIME,1,2,6,0.0,2025-07-30
RIVN,1,34,40,0.0,2025-07-30
RKT,3,166,43,300.0,2025-07-30
ROKU,1,287,64,0.0,2025-07-30
RR,1,10,3,0.0,2025-07-30
RS,5,1136,285,400.0,2025-07-30
RSI,2,401,210,100.0,2025-07-30
SBET,2,218,82,100.0,2025-07-30
SCD,2,18,19,100.0,2025-07-30
SEZL,1,0,8,0.0,2025-07-30
SMCI,2,305,77,100.0,2025-07-30
SNTI,1,1,3,0.0,2025-07-30
SOFI,4,2403,424,300.0,2025-07-30
SOUN,3,81,62,200.0,2025-07-30
SOWG,1,8,7,0.0,2025-07-30
SPOT,2,1395,342,100.0,2025-07-30
SRPT,5,166,169,400.0,2025-07-30
SST,1,10,1,0.0,2025-07-30
STAI,1,13,11,0.0,2025-07-30
STR,1,35,39,0.0,2025-07-30
SU,1,6614,386,0.0,2025-07-30
THC,1,5,17,0.0,2025-07-30
TLRY,1,100,59,0.0,2025-07-30
TNFA,1,14,8,0.0,2025-07-30
TSLA,6,520,141,500.0,2025-07-30
UBER,1,4,3,0.0,2025-07-30
UNH,5,939,592,400.0,2025-07-30
UPS,3,4,50,200.0,2025-07-30
USAS,1,2,1,0.0,2025-07-30
UUUU,3,6913,767,200.0,2025-07-30
VAPE,1,7,11,0.0,2025-07-30
VENU,1,149,42,0.0,2025-07-30
VGZ,1,3,1,0.0,2025-07-30
VWAV,1,0,1,0.0,2025-07-30
WEN,1,187,69,0.0,2025-07-30
WKSP,1,20,5,0.0,2025-07-30
WLGS,1,117,92,0.0,2025-07-30
WT,1,6,1,0.0,2025-07-30
YHC,3,42,63,200.0,2025-07-30
ABNB,1,290,181,0.0,2025-07-30
AC,1,0,2,0.0,2025-07-30
ADAP,4,15,11,300.0,2025-07-30
ADIL,2,64,24,100.0,2025-07-30
AGI,1,29,21,0.0,2025-07-30
AIN,1,9,3,0.0,2025-07-30
AMD,9,9320,767,800.0,2025-07-30
AMZN,1,291,64,0.0,2025-07-30
ANVS,1,5,8,0.0,2025-07-30
API,2,6,5,100.0,2025-07-30
APP,1,3312,199,0.0,2025-07-30
APPS,1,13,12,0.0,2025-07-30
AREN,6,292,168,500.0,2025-07-30
ASML,1,96,15,0.0,2025-07-30
ASPI,2,2,8,100.0,2025-07-30
ASTS,1,17,10,0.0,2025-07-30
ASX,1,3,1,0.0,2025-07-30
ATHS,1,76,76,0.0,2025-07-30
ATYR,2,41,29,100.0,2025-07-30
AU,2,5,2,100.0,2025-07-30
BA,2,293,70,100.0,2025-07-30
BBAI,1,5,7,0.0,2025-07-30
BIO,4,83,43,300.0,2025-07-30
BKNG,1,291,64,0.0,2025-07-30
BNGO,1,1,3,0.0,2025-07-30
BR,1,0,3,0.0,2025-07-30
BRO,2,12,19,100.0,2025-07-30
BROS,1,104,35,0.0,2025-07-30
BTU,1,6,1,0.0,2025-07-30
BV,1,8,7,0.0,2025-07-30
CAPS,1,37,3,0.0,2025-07-30
CARS,1,216,38,0.0,2025-07-30
CC,1,6,24,0.0,2025-07-30
CCS,1,6,24,0.0,2025-07-30
CELC,1,13,12,0.0,2025-07-30
CHSN,3,172,162,200.0,2025-07-30
CLOV,1,2124,236,0.0,2025-07-30
CPA,1,58753,554,0.0,2025-07-30
CRSP,1,14,12,0.0,2025-07-30
CVNA,1,1,1,0.0,2025-07-30
CZR,1,35,39,0.0,2025-07-30
DEC,1,36,22,0.0,2025-07-30
DEVS,1,3,1,0.0,2025-07-30
DOCN,1,291,115,0.0,2025-07-30
DRRX,1,12,15,0.0,2025-07-30
DTC,2,164,54,100.0,2025-07-30
DYNX,1,13,12,0.0,2025-07-30
DYNXW,1,13,12,0.0,2025-07-30
ELV,1,117,172,0.0,2025-07-30
EMA,1,28,59,0.0,2025-07-30
EOD,1,83,37,0.0,2025-07-30
ESP,1,49,88,0.0,2025-07-30
ET,1,2,6,0.0,2025-07-30
FLWS,1,14,9,0.0,2025-07-30
FUBO,1,152,42,0.0,2025-07-30
GF,1,0,3,0.0,2025-07-30
GIBO,5,148,221,400.0,2025-07-30
GLXY,2,177,129,100.0,2025-07-30
GOOGL,2,1265,394,100.0,2025-07-30
GRAB,1,2,4,0.0,2025-07-30
GTI,1,2,33,0.0,2025-07-30
HCTI,4,93,57,300.0,2025-07-30
HL,1,14,11,0.0,2025-07-30
HOOD,2,581,245,100.0,2025-07-30
HUBS,1,519,212,0.0,2025-07-30
IBKR,2,28,5,100.0,2025-07-30
IBRX,1,29,15,0.0,2025-07-30
ICU,2,19,20,100.0,2025-07-30
IMG,1,11,23,0.0,2025-07-30
IMO,1,33,47,0.0,2025-07-30
INTC,1,480,101,0.0,2025-07-30
IONQ,1,607,241,0.0,2025-07-30
IOVA,1,42,24,0.0,2025-07-30
IP,2,2,4,100.0,2025-07-30
IR,2,41,34,100.0,2025-07-30
IX,1,44,19,0.0,2025-07-30
IXHL,3,65,25,200.0,2025-07-30
KR,1,49,11,0.0,2025-07-30
KSS,3,666,137,200.0,2025-07-30
LB,1,519,212,0.0,2025-07-30
LCID,1,7,4,0.0,2025-07-30
LGPS,1,13,12,0.0,2025-07-30
LIDR,1,13,12,0.0,2025-07-30
LYRA,1,44,19,0.0,2025-07-30
MBOT,1,26,29,0.0,2025-07-30
MBRX,1,2,2,0.0,2025-07-30
META,1,291,64,0.0,2025-07-30
MP,2,6924,761,100.0,2025-07-30
MSTR,1,39,18,0.0,2025-07-30
MULN,1,0,29,0.0,2025-07-30
MVIS,1,11,5,0.0,2025-07-30
MVST,1,12,8,0.0,2025-07-30
NCNA,2,54,38,100.0,2025-07-30
NEGG,2,24,23,100.0,2025-07-30
NEHC,1,9,5,0.0,2025-07-30
NIO,1,20,8,0.0,2025-07-30
NPV,1,519,212,0.0,2025-07-30
NVDA,3,105,53,200.0,2025-07-30
NVNI,2,49,40,100.0,2025-07-30
NVO,2,979,389,100.0,2025-07-30
NVTS,1,13,12,0.0,2025-07-30
OI,3,1000,248,200.0,2025-07-30
OLB,2,54,66,100.0,2025-07-30
OP,1,3,40,0.0,2025-07-30
OPEN,3,1673,332,200.0,2025-07-30
OPTT,1,0,34,0.0,2025-07-30
OZ,2,2,9,100.0,2025-07-30
PB,1,0,34,0.0,2025-07-30
PD,1,5,8,0.0,2025-07-30
PEW,2,267,174,100.0,2025-07-30
PFS,1,519,212,0.0,2025-07-30
PFSA,1,16,24,0.0,2025-07-30
PG,1,2,6,0.0,2025-07-30
PLTR,4,3398,930,300.0,2025-07-30
PM,1,1,1,0.0,2025-07-30
PR,5,51,58,400.0,2025-07-30
PSTV,1,23,18,0.0,2025-07-30
PYPL,1,2,6,0.0,2025-07-30
QS,1,123,33,0.0,2025-07-30
RADX,1,3,1,0.0,2025-07-30
RC,1,2,1,0.0,2025-07-30
RCAT,1,0,34,0.0,2025-07-30
RDDT,3,357,219,200.0,2025-07-30
RF,1,0,1,0.0,2025-07-30
RGEN,1,11,23,0.0,2025-07-30
RH,1,3781,690,0.0,2025-07-30
RIME,1,2,6,0.0,2025-07-30
RIVN,1,37,40,0.0,2025-07-30
RKT,3,165,43,300.0,2025-07-30
ROKU,1,291,64,0.0,2025-07-30
RR,1,9,3,0.0,2025-07-30
RS,5,1140,285,400.0,2025-07-30
RSI,2,401,210,100.0,2025-07-30
SBET,2,217,82,100.0,2025-07-30
SCD,2,19,20,100.0,2025-07-30
SEZL,1,0,8,0.0,2025-07-30
SKYX,1,5,1,0.0,2025-07-30
SMCI,2,311,77,100.0,2025-07-30
SNTI,1,1,3,0.0,2025-07-30
SOFI,4,2402,424,300.0,2025-07-30
SOUN,3,79,62,200.0,2025-07-30
SOWG,1,8,7,0.0,2025-07-30
SPOT,2,1395,343,100.0,2025-07-30
SRPT,5,163,169,400.0,2025-07-30
SST,1,10,1,0.0,2025-07-30
STAI,1,14,11,0.0,2025-07-30
STR,1,35,39,0.0,2025-07-30
SU,1,6617,386,0.0,2025-07-30
THC,1,6,17,0.0,2025-07-30
TLRY,1,99,59,0.0,2025-07-30
TNFA,1,14,8,0.0,2025-07-30
TSLA,6,516,141,500.0,2025-07-30
UBER,1,2,4,0.0,2025-07-30
UNH,5,939,592,400.0,2025-07-30
UPS,3,4,50,200.0,2025-07-30
USAS,1,2,1,0.0,2025-07-30
UUUU,3,6926,767,200.0,2025-07-30
VAPE,1,9,11,0.0,2025-07-30
VENU,1,152,42,0.0,2025-07-30
VGZ,1,3,1,0.0,2025-07-30
VWAV,1,0,1,0.0,2025-07-30
WEN,1,190,69,0.0,2025-07-30
WKSP,1,20,5,0.0,2025-07-30
WLGS,1,116,92,0.0,2025-07-30
WT,1,6,1,0.0,2025-07-30
YHC,3,43,63,200.0,2025-07-30
ABNB,1,290,182,0.0,2025-07-30
AC,1,0,2,0.0,2025-07-30
ADAP,4,16,11,300.0,2025-07-30
ADIL,2,64,24,100.0,2025-07-30
AGI,1,30,23,0.0,2025-07-30
AIN,1,9,3,0.0,2025-07-30
AMD,8,9307,720,700.0,2025-07-30
AMZN,1,288,64,0.0,2025-07-30
ANVS,1,4,8,0.0,2025-07-30
API,2,6,5,100.0,2025-07-30
APP,1,3314,199,0.0,2025-07-30
APPS,1,13,12,0.0,2025-07-30
AREN,6,293,168,500.0,2025-07-30
ASML,1,97,15,0.0,2025-07-30
ASPI,2,3,8,100.0,2025-07-30
ASTS,1,16,11,0.0,2025-07-30
ASX,1,3,1,0.0,2025-07-30
ATHS,1,78,76,0.0,2025-07-30
ATYR,2,42,29,100.0,2025-07-30
AU,2,5,2,100.0,2025-07-30
BA,2,291,70,100.0,2025-07-30
BBAI,1,4,7,0.0,2025-07-30
BIO,4,81,43,300.0,2025-07-30
BKNG,1,288,64,0.0,2025-07-30
BNGO,1,2,3,0.0,2025-07-30
BR,1,0,3,0.0,2025-07-30
BRO,2,13,19,100.0,2025-07-30
BROS,1,104,35,0.0,2025-07-30
BTU,1,6,1,0.0,2025-07-30
BV,1,7,7,0.0,2025-07-30
CAPS,1,36,3,0.0,2025-07-30
CARS,1,218,38,0.0,2025-07-30
CC,1,8,24,0.0,2025-07-30
CCS,1,8,24,0.0,2025-07-30
CELC,1,13,12,0.0,2025-07-30
CHSN,3,177,162,200.0,2025-07-30
CLOV,1,2125,236,0.0,2025-07-30
CPA,1,58758,554,0.0,2025-07-30
CRSP,1,14,12,0.0,2025-07-30
CVNA,1,1,1,0.0,2025-07-30
CZR,1,35,39,0.0,2025-07-30
DEC,1,35,22,0.0,2025-07-30
DEVS,1,3,1,0.0,2025-07-30
DOCN,1,297,115,0.0,2025-07-30
DRRX,1,10,15,0.0,2025-07-30
DTC,2,166,54,100.0,2025-07-30
DYNX,1,13,12,0.0,2025-07-30
DYNXW,1,13,12,0.0,2025-07-30
ELV,1,113,172,0.0,2025-07-30
EMA,1,30,59,0.0,2025-07-30
EOD,1,85,39,0.0,2025-07-30
ESP,1,54,88,0.0,2025-07-30
ET,1,3,6,0.0,2025-07-30
FLWS,1,16,9,0.0,2025-07-30
FUBO,1,150,42,0.0,2025-07-30
GF,1,0,3,0.0,2025-07-30
GIBO,5,146,221,400.0,2025-07-30
GLXY,2,178,129,100.0,2025-07-30
GOOGL,2,1266,395,100.0,2025-07-30
GRAB,1,3,5,0.0,2025-07-30
GTI,1,2,34,0.0,2025-07-30
HCTI,4,91,57,300.0,2025-07-30
HL,1,13,11,0.0,2025-07-30
HOOD,2,578,246,100.0,2025-07-30
HUBS,1,520,212,0.0,2025-07-30
IBKR,2,27,5,100.0,2025-07-30
IBRX,1,29,15,0.0,2025-07-30
ICU,2,18,21,100.0,2025-07-30
IMG,1,12,23,0.0,2025-07-30
IMO,1,31,47,0.0,2025-07-30
INTC,1,483,101,0.0,2025-07-30
IONQ,1,609,241,0.0,2025-07-30
IOVA,1,44,24,0.0,2025-07-30
IP,2,3,4,100.0,2025-07-30
IR,2,42,34,100.0,2025-07-30
IX,1,44,19,0.0,2025-07-30
IXHL,3,65,25,200.0,2025-07-30
KR,1,49,11,0.0,2025-07-30
KSS,3,671,137,200.0,2025-07-30
LB,1,520,212,0.0,2025-07-30
LCID,1,8,4,0.0,2025-07-30
LGPS,1,13,12,0.0,2025-07-30
LIDR,1,13,12,0.0,2025-07-30
LYRA,1,44,19,0.0,2025-07-30
MBOT,1,27,29,0.0,2025-07-30
MBRX,1,2,2,0.0,2025-07-30
META,1,288,64,0.0,2025-07-30
MP,2,6926,761,100.0,2025-07-30
MSTR,1,41,18,0.0,2025-07-30
MULN,1,0,29,0.0,2025-07-30
MVIS,1,12,5,0.0,2025-07-30
MVST,1,12,8,0.0,2025-07-30
NCNA,2,52,38,100.0,2025-07-30
NEGG,2,23,23,100.0,2025-07-30
NEHC,1,9,5,0.0,2025-07-30
NIO,1,20,8,0.0,2025-07-30
NPV,1,520,212,0.0,2025-07-30
NVDA,3,106,53,200.0,2025-07-30
NVNI,2,48,40,100.0,2025-07-30
NVO,2,981,389,100.0,2025-07-30
NVTS,1,13,12,0.0,2025-07-30
OI,3,1002,248,200.0,2025-07-30
OLB,2,51,66,100.0,2025-07-30
OP,1,2,40,0.0,2025-07-30
OPEN,3,1671,332,200.0,2025-07-30
OPTT,1,0,34,0.0,2025-07-30
OZ,2,3,9,100.0,2025-07-30
PB,1,0,34,0.0,2025-07-30
PD,1,4,8,0.0,2025-07-30
PEW,2,270,174,100.0,2025-07-30
PFS,1,520,212,0.0,2025-07-30
PFSA,1,16,24,0.0,2025-07-30
PG,1,3,6,0.0,2025-07-30
PLTR,4,3400,930,300.0,2025-07-30
PM,1,1,1,0.0,2025-07-30
PR,5,52,59,400.0,2025-07-30
PSTV,1,25,18,0.0,2025-07-30
PYPL,1,3,6,0.0,2025-07-30
QS,1,123,33,0.0,2025-07-30
RADX,1,3,1,0.0,2025-07-30
RC,1,2,1,0.0,2025-07-30
RCAT,1,0,34,0.0,2025-07-30
RDDT,3,355,220,200.0,2025-07-30
RF,1,0,1,0.0,2025-07-30
RGEN,1,12,23,0.0,2025-07-30
RH,1,3792,691,0.0,2025-07-30
RIME,1,2,6,0.0,2025-07-30
RIVN,1,35,40,0.0,2025-07-30
RKT,3,168,43,300.0,2025-07-30
ROKU,1,288,64,0.0,2025-07-30
RR,1,9,3,0.0,2025-07-30
RS,5,1135,285,400.0,2025-07-30
RSI,2,402,210,100.0,2025-07-30
SBET,2,218,82,100.0,2025-07-30
SCD,2,18,21,100.0,2025-07-30
SEZL,1,0,8,0.0,2025-07-30
SKYX,1,5,1,0.0,2025-07-30
SMCI,2,309,77,100.0,2025-07-30
SNTI,1,2,3,0.0,2025-07-30
SOFI,4,2407,424,300.0,2025-07-30
SOUN,3,82,62,200.0,2025-07-30
SOWG,1,7,7,0.0,2025-07-30
SPOT,2,1396,343,100.0,2025-07-30
SRPT,5,161,169,400.0,2025-07-30
SST,1,9,1,0.0,2025-07-30
STAI,1,13,11,0.0,2025-07-30
STR,1,35,39,0.0,2025-07-30
SU,1,6618,386,0.0,2025-07-30
THC,1,7,17,0.0,2025-07-30
TLRY,1,99,59,0.0,2025-07-30
TNFA,1,13,8,0.0,2025-07-30
TSLA,6,519,142,500.0,2025-07-30
UBER,1,3,5,0.0,2025-07-30
UNH,5,939,592,400.0,2025-07-30
UPS,3,5,50,200.0,2025-07-30
USAS,1,2,1,0.0,2025-07-30
UUUU,3,6929,767,200.0,2025-07-30
VAPE,1,8,11,0.0,2025-07-30
VENU,1,150,42,0.0,2025-07-30
VGZ,1,3,1,0.0,2025-07-30
VWAV,1,0,1,0.0,2025-07-30
WEN,1,187,69,0.0,2025-07-30
WKSP,1,20,5,0.0,2025-07-30
WLGS,1,118,92,0.0,2025-07-30
WT,1,6,1,0.0,2025-07-30
YHC,3,44,63,200.0,2025-07-30
ABNB,1,294,182,0.0,2025-07-30
AC,1,0,2,0.0,2025-07-30
ADAP,4,18,11,300.0,2025-07-30
ADIL,2,63,24,100.0,2025-07-30
AGI,1,29,24,0.0,2025-07-30
AIN,1,9,3,0.0,2025-07-30
AMD,8,9307,720,700.0,2025-07-30
AMZN,1,286,64,0.0,2025-07-30
ANVS,1,5,8,0.0,2025-07-30
API,2,5,5,100.0,2025-07-30
APP,1,3313,199,0.0,2025-07-30
APPS,1,14,12,0.0,2025-07-30
AREN,6,285,168,500.0,2025-07-30
ASML,1,98,15,0.0,2025-07-30
ASPI,2,1,8,100.0,2025-07-30
ASTS,1,15,11,0.0,2025-07-30
ASX,1,3,1,0.0,2025-07-30
ATHS,1,73,76,0.0,2025-07-30
ATYR,2,39,29,100.0,2025-07-30
AU,2,5,2,100.0,2025-07-30
BA,2,287,70,100.0,2025-07-30
BBAI,1,3,7,0.0,2025-07-30
BIO,4,79,43,300.0,2025-07-30
BKNG,1,286,64,0.0,2025-07-30
BNGO,1,3,3,0.0,2025-07-30
BR,1,0,3,0.0,2025-07-30
BRO,2,13,19,100.0,2025-07-30
BROS,1,102,35,0.0,2025-07-30
BTU,1,5,1,0.0,2025-07-30
BV,1,6,7,0.0,2025-07-30
CAPS,1,37,3,0.0,2025-07-30
CARS,1,218,38,0.0,2025-07-30
CC,1,9,24,0.0,2025-07-30
CCS,1,9,24,0.0,2025-07-30
CELC,1,14,12,0.0,2025-07-30
CHSN,3,173,162,200.0,2025-07-30
CLOV,1,2124,236,0.0,2025-07-30
CPA,1,58754,554,0.0,2025-07-30
CRSP,1,13,12,0.0,2025-07-30
CVNA,1,1,1,0.0,2025-07-30
CZR,1,33,39,0.0,2025-07-30
DEC,1,34,22,0.0,2025-07-30
DEVS,1,3,1,0.0,2025-07-30
DOCN,1,297,115,0.0,2025-07-30
DRRX,1,11,15,0.0,2025-07-30
DTC,2,165,54,100.0,2025-07-30
DYNX,1,14,12,0.0,2025-07-30
DYNXW,1,14,12,0.0,2025-07-30
ELV,1,109,172,0.0,2025-07-30
EMA,1,30,59,0.0,2025-07-30
EOD,1,86,39,0.0,2025-07-30
ESP,1,51,88,0.0,2025-07-30
ET,1,1,6,0.0,2025-07-30
FLWS,1,15,9,0.0,2025-07-30
FUBO,1,149,42,0.0,2025-07-30
GF,1,0,3,0.0,2025-07-30
GIBO,5,146,221,400.0,2025-07-30
GLXY,2,173,129,100.0,2025-07-30
GOOGL,2,1273,395,100.0,2025-07-30
GRAB,1,2,5,0.0,2025-07-30
GTI,1,3,35,0.0,2025-07-30
HCTI,4,94,57,300.0,2025-07-30
HL,1,14,11,0.0,2025-07-30
HOOD,2,580,246,100.0,2025-07-30
HUBS,1,510,212,0.0,2025-07-30
IBKR,2,27,5,100.0,2025-07-30
IBRX,1,28,15,0.0,2025-07-30
ICU,2,17,21,100.0,2025-07-30
IMG,1,10,23,0.0,2025-07-30
IMO,1,32,47,0.0,2025-07-30
INTC,1,475,101,0.0,2025-07-30
IONQ,1,612,241,0.0,2025-07-30
IOVA,1,48,24,0.0,2025-07-30
IP,2,4,4,100.0,2025-07-30
IR,2,41,35,100.0,2025-07-30
IX,1,43,19,0.0,2025-07-30
IXHL,3,64,25,200.0,2025-07-30
KR,1,47,11,0.0,2025-07-30
KSS,3,669,137,200.0,2025-07-30
LB,1,510,212,0.0,2025-07-30
LCID,1,7,4,0.0,2025-07-30
LGPS,1,14,12,0.0,2025-07-30
LIDR,1,14,12,0.0,2025-07-30
LYRA,1,43,19,0.0,2025-07-30
MBOT,1,26,29,0.0,2025-07-30
MBRX,1,2,2,0.0,2025-07-30
META,1,286,64,0.0,2025-07-30
MP,2,6911,761,100.0,2025-07-30
MSTR,1,38,18,0.0,2025-07-30
MULN,1,0,29,0.0,2025-07-30
MVIS,1,12,5,0.0,2025-07-30
MVST,1,11,8,0.0,2025-07-30
NCNA,2,52,39,100.0,2025-07-30
NEGG,2,24,24,100.0,2025-07-30
NEHC,1,8,5,0.0,2025-07-30
NIO,1,20,8,0.0,2025-07-30
NPV,1,510,212,0.0,2025-07-30
NVDA,3,105,53,200.0,2025-07-30
NVNI,2,47,40,100.0,2025-07-30
NVO,2,976,389,100.0,2025-07-30
NVTS,1,14,12,0.0,2025-07-30
OI,3,1002,248,200.0,2025-07-30
OLB,2,53,66,100.0,2025-07-30
OP,1,4,40,0.0,2025-07-30
OPEN,3,1676,332,200.0,2025-07-30
OPTT,1,0,34,0.0,2025-07-30
OZ,2,1,9,100.0,2025-07-30
PB,1,0,34,0.0,2025-07-30
PD,1,5,8,0.0,2025-07-30
PEW,2,270,174,100.0,2025-07-30
PFS,1,510,212,0.0,2025-07-30
PFSA,1,19,24,0.0,2025-07-30
PG,1,1,6,0.0,2025-07-30
PLTR,4,3396,930,300.0,2025-07-30
